alpha_in,alpha_out,Omega,segment,rho_local,rho_local_std,D_local,MSD_t20,MSD_t100,MSD_t200,MSD_t1000,MSD_t2000,MSD_t6000,Rg_local,Rg_local_std,n_neighbors_3s,n_neighbors_3s_std,sigma_rho_theory,D_eff,rho_mean,Rg_chain,alpha_ratio,log_Omega
0.1,0.1,0.1,55,0.881716,0.006501,0.03750603184758244,16.81982,64.43943,114.5979,368.1618,562.853,1450.746,1.530305,0.004606,18.592223,0.224149,0.3268426644332999,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,65,0.878567,0.005435,0.03751872633879452,16.39916,63.10179,113.1974,366.9852,561.7905,1449.779,1.530112,0.007154,18.974633,0.243737,0.3307145837322,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,75,0.874357,0.006813,0.03754579105022674,15.88726,61.63055,111.7554,365.6013,560.4781,1449.232,1.52942,0.002444,19.380623,0.281172,0.3346396865137,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,85,0.870237,0.004764,0.03756394026371598,15.44589,60.13714,110.2389,363.8301,558.5876,1448.037,1.522107,0.004029,19.787,0.288474,0.338382344172,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,95,0.865813,0.004165,0.037608191625462056,14.83154,58.41209,108.5128,362.1686,556.9011,1447.602,1.520777,0.004212,20.209245,0.350321,0.34258908079120004,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,105,0.8617,0.005133,0.03762038149026299,14.21127,56.68348,106.694,360.3731,554.9535,1446.11,1.515983,0.00427,20.670849,0.403895,0.34940034046670004,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,115,0.85981,0.006355,0.037644105070245286,13.47106,54.75493,104.4627,358.0786,552.5344,1444.136,1.507918,0.007175,21.169453,0.428053,0.36517601130230004,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,125,0.850535,0.015272,0.03766640670099102,12.46925,52.62374,102.0296,355.6549,549.9389,1442.088,1.498534,0.0114,21.653542,0.454766,0.4000067701222,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,135,0.809808,0.057334,0.03768531314718209,10.93011,49.44865,98.47821,352.3051,546.2077,1438.875,1.487875,0.016129,21.973673,0.470699,0.4525337602261,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,145,0.63126,0.126995,0.03767464742480663,8.036034,43.38596,91.51148,345.3983,539.3471,1431.969,1.536515,0.069479,21.215111,1.100978,0.49275388186470004,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,155,0.368694,0.156572,0.03765682175055775,4.7691,34.60655,80.14291,330.6769,525.1091,1418.788,1.687465,0.119348,18.615344,2.311042,0.49068624465970007,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,165,0.217527,0.118509,0.037712444059355484,2.838689,27.90992,69.69092,312.9969,507.309,1401.509,1.794625,0.123845,16.087309,2.482996,0.44789294651410005,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,175,0.156168,0.024978,0.0376135959113601,1.898573,23.78562,62.74867,296.2734,488.3007,1382.51,1.851445,0.046933,14.464713,1.565192,0.39693568594209994,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,185,0.143569,0.008385,0.037509960239315146,1.70024,22.3369,59.54245,282.9258,474.7215,1367.262,1.868569,0.024824,13.447806,0.789851,0.3639024044433,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,195,0.138777,0.008716,0.03752117121989613,1.639107,21.63115,57.82199,272.4168,464.171,1356.958,1.867407,0.027526,13.207219,0.591007,0.34885278802309994,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,205,0.133863,0.009335,0.037878164794408364,1.588179,21.02258,56.28462,262.5879,456.2999,1358.053,1.869935,0.023664,13.165043,0.538678,0.34243764519599995,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,215,0.130497,0.007744,0.037984444387695514,1.561919,20.37583,54.10207,253.638,442.637,1349.262,1.864733,0.022317,13.159122,0.259654,0.33822084442920003,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,225,0.129675,0.007982,0.03779338851251047,1.522755,19.53865,51.885,245.9498,429.5998,1333.069,1.857642,0.022381,13.078891,0.432553,0.3342100110006,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,235,0.125071,0.006907,0.03748428186247293,1.466425,18.66472,49.11035,237.3199,418.3421,1316.106,1.846932,0.015544,12.955196,0.366366,0.3303370659296,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,245,0.120025,0.005973,0.037216538731840436,1.426793,17.74425,46.25976,225.7468,408.2391,1299.343,1.833561,0.022465,13.008501,0.504047,0.32638474697840003,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,255,0.117989,0.008579,0.03699719277545047,1.393139,16.96049,43.8651,215.7115,397.4976,1283.356,1.823985,0.01984,13.0005,0.604253,0.32240531997669997,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,265,0.113324,0.005558,0.036866120371177695,1.329446,15.92359,40.32286,202.7208,383.0151,1267.915,1.813647,0.023641,12.971389,0.486761,0.3183266895666,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,275,0.111574,0.00724,0.036839199803367424,1.298256,14.96632,36.84125,188.1906,367.0574,1251.456,1.787865,0.01894,12.952812,0.491273,0.3141309353391,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,285,0.10678,0.005871,0.03669889349195966,1.236821,13.60626,32.61094,172.2121,349.5209,1230.461,1.76075,0.013084,12.739557,0.421205,0.3097893103146,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,0.1,295,0.102735,0.007203,0.036586374883417615,1.133408,10.90027,25.89101,158.6892,334.5293,1210.252,1.676105,0.004501,10.865157,0.357645,0.3054300328164,0.037013348882809737,0.5018365166666666,9.685957892457983,1.0,-1.0
0.1,0.1,1.0,5,0.878718,0.010206,0.03225530780154918,14.94549,74.64604,119.3453,323.1761,539.683,1312.679,1.500904,0.008466,13.429892,0.309338,0.3254723004361001,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,15,0.835178,0.012425,0.03234152819966613,14.79271,74.12169,119.0678,323.0455,539.9577,1312.784,1.514663,0.007332,16.471547,0.32459,0.3622195135234,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,25,0.803308,0.006085,0.03231748171172309,13.84448,72.30445,117.2904,321.2548,537.8971,1311.004,1.52021,0.008462,17.135969,0.362922,0.39248085976120006,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,35,0.771966,0.01075,0.032304387078438794,12.91671,70.46384,115.7699,318.9351,535.8938,1307.707,1.524812,0.007339,17.49251,0.336275,0.41761045810759995,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,45,0.733464,0.024316,0.03234390013962427,11.9078,68.25299,113.8751,317.8246,534.8537,1306.597,1.534303,0.01117,17.577345,0.248577,0.43847722624130003,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,55,0.694439,0.029224,0.03227243900626659,11.04505,66.14808,111.9021,316.7846,533.2232,1305.838,1.539271,0.014377,17.666328,0.244721,0.45598468185779994,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,65,0.660948,0.026972,0.03230365109634075,10.24363,64.25575,110.0776,314.884,531.6923,1304.699,1.548077,0.013501,17.733407,0.26837,0.4700818323559,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,75,0.632968,0.035632,0.032319713679765404,9.483232,61.89505,108.3286,313.0946,529.6044,1302.529,1.568724,0.027167,17.596053,0.366906,0.48100235613090003,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,85,0.593527,0.02893,0.03242913458551389,8.719692,59.78717,106.035,310.6585,527.2707,1301.583,1.577294,0.021135,17.436137,0.445338,0.4889056744034,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,95,0.556613,0.030656,0.032470459661442415,7.97831,57.39326,102.7434,306.5179,521.4309,1295.943,1.607006,0.023771,17.212381,0.521156,0.4941305923079001,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,105,0.536191,0.022117,0.032449000490448764,7.629653,55.58712,100.452,303.6469,517.3306,1291.097,1.602314,0.013189,17.224478,0.487976,0.49716879704469996,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,115,0.516495,0.026986,0.03244515051770223,7.368962,54.55837,98.96132,300.3115,513.1189,1288.715,1.611163,0.022338,17.134727,0.475079,0.498766739896,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,125,0.495138,0.02786,0.0325768795373623,6.956965,53.44038,97.56699,297.6256,510.8426,1288.569,1.626265,0.020829,17.042865,0.442939,0.4995413581850999,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,135,0.49396,0.029166,0.0327293519544554,6.853625,52.57329,97.11094,298.1108,510.9951,1291.76,1.630423,0.019143,16.972965,0.421096,0.4998690952885999,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,145,0.488718,0.02294,0.03277645745157813,6.684092,51.32296,95.19467,297.9403,510.3615,1290.01,1.618506,0.021912,17.121542,0.549762,0.49998135064649996,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,155,0.47489,0.0271,0.03297762384286523,6.324235,50.06695,93.2965,296.1591,507.9197,1287.86,1.638001,0.028731,17.077163,0.619855,0.49998779678500005,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,165,0.474537,0.031009,0.03318566701544288,6.339835,49.54163,92.17123,293.7422,505.7311,1285.15,1.637698,0.015797,16.983184,0.494041,0.4998774502243,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,175,0.474665,0.042544,0.033334896575620714,6.392027,48.81144,90.13033,292.8194,505.5252,1288.359,1.630224,0.025085,17.123718,0.461969,0.4995616590991999,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,185,0.466188,0.032645,0.03330586569669328,6.194777,47.44804,88.1147,290.0986,503.0552,1285.393,1.634278,0.026522,17.17506,0.434977,0.4988138977513,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,195,0.465601,0.033084,0.03345837714713578,6.058149,45.64536,86.24819,286.9932,500.1133,1280.519,1.621551,0.025136,17.257429,0.506163,0.4972040602102,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,205,0.434181,0.031595,0.03343458019064915,5.43225,43.60662,84.05639,282.9462,496.3651,1273.066,1.643704,0.017635,17.024289,0.310828,0.4941197827653001,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,215,0.396869,0.025076,0.03389932411494479,4.978583,41.32879,81.08561,279.2801,493.4745,1275.245,1.666188,0.017515,16.66518,0.211418,0.4888826962516,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,225,0.369581,0.039285,0.03408402402686884,4.555154,38.98543,78.03614,272.1817,487.3501,1275.233,1.681554,0.018867,16.416892,0.344342,0.4808884496635,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,235,0.345956,0.027391,0.033933843823361065,4.198078,37.2412,75.11839,267.2391,481.7167,1266.71,1.699257,0.020181,16.278062,0.435668,0.46998348099680004,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,245,0.300987,0.021946,0.03404278121091914,3.586419,34.42441,71.78818,260.693,477.0528,1261.641,1.736098,0.016659,15.824833,0.415043,0.45583713110919993,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,255,0.270483,0.020549,0.03427605702974668,3.103256,31.31642,66.91562,254.7076,471.8361,1264.947,1.738295,0.020358,15.547719,0.50752,0.4384537763757,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,265,0.231151,0.018951,0.03438133667714701,2.562881,27.45874,60.32739,243.7184,460.1127,1254.832,1.759329,0.018618,15.087242,0.417174,0.4174796054908,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,275,0.193757,0.016691,0.034221340688926884,2.171774,23.59155,52.53338,230.5855,444.7669,1226.626,1.770005,0.017735,14.602392,0.568034,0.3924565031228,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,285,0.161617,0.015408,0.034663426722857764,1.77482,19.04566,43.00878,216.5061,433.0648,1207.518,1.735768,0.017857,14.14023,0.489103,0.3622888368061,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,1.0,295,0.123204,0.012202,0.03567751563291218,1.359519,13.4991,32.09444,196.1381,419.1169,1195.244,1.662757,0.018771,12.078416,0.59937,0.32564740454349994,0.033294582021582024,0.4958432466666666,8.44870049068506,1.0,0.0
0.1,0.1,10.0,5,0.709315,0.032636,0.05566781532436827,9.778402,61.96669,109.6392,383.7476,716.2605,1812.357,1.493701,0.017171,12.94882,0.341863,0.4435068455514001,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,15,0.536838,0.016821,0.05576345699472934,7.994838,59.24801,106.5058,381.7073,714.7054,1814.304,1.598279,0.018877,15.137536,0.387616,0.4985282979898999,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,25,0.491496,0.019884,0.055830982382641274,7.387127,58.24607,104.7264,378.2891,712.4721,1815.534,1.643335,0.023605,15.204873,0.432699,0.49998515087179995,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,35,0.502186,0.020515,0.055997220893059495,7.412588,59.30052,105.2163,376.8891,711.6638,1815.94,1.627448,0.030709,15.45397,0.597759,0.49999984035580003,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,45,0.499147,0.016418,0.056014290613762896,7.189149,58.66368,104.5237,375.3346,710.5735,1821.739,1.640018,0.025351,15.704426,0.550573,0.49999991983180003,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,55,0.493895,0.015145,0.05621936077040542,7.21099,58.10027,104.2751,375.4707,712.7054,1826.475,1.644016,0.017802,15.902178,0.551702,0.4999999337346,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,65,0.498212,0.014826,0.056252373902763435,7.221663,58.04122,103.8035,375.673,713.5455,1829.384,1.634893,0.020891,16.074564,0.689672,0.49999993215289995,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,75,0.490987,0.025928,0.056298166380966484,7.019875,57.28155,102.7532,375.126,711.4335,1824.484,1.644491,0.030457,16.04276,0.773975,0.4999998953135,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,85,0.493449,0.025165,0.05644949528348361,6.970721,56.93355,101.692,375.0861,711.5786,1819.213,1.636473,0.025394,16.144934,0.566253,0.49999995667189995,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,95,0.494857,0.016574,0.05663065824097338,7.000006,56.80865,100.6696,373.2094,711.9123,1818.005,1.643843,0.013547,16.157494,0.698689,0.499999978114,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,105,0.497708,0.02123,0.05677491699177383,7.102082,57.24221,100.5698,372.1836,711.5147,1817.588,1.640413,0.023343,16.230638,0.816052,0.49999992394049997,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,115,0.499837,0.00952,0.056738801312743246,7.153229,56.73732,99.32129,371.4877,710.4098,1822.001,1.639761,0.020722,16.353238,0.784782,0.499999971282,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,125,0.49324,0.023739,0.056709009630067496,7.142821,56.23994,98.51516,370.8499,709.3303,1819.303,1.639603,0.025921,16.455498,0.575313,0.4999999709399,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,135,0.497362,0.022927,0.056671276245012586,7.188521,55.82451,97.80031,369.7319,707.9944,1815.552,1.634373,0.019289,16.58398,0.49046,0.49999995826140003,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,145,0.505386,0.016306,0.056674786074577634,7.263274,55.76118,96.37374,368.4021,707.8065,1817.317,1.623872,0.012332,16.654765,0.633824,0.49999989262879996,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,155,0.488841,0.016575,0.05671110735431756,7.016278,54.9775,94.8889,367.2038,706.4342,1831.695,1.646682,0.015117,16.60848,0.578478,0.4999998906419,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,165,0.502836,0.021366,0.05673526656814939,7.138564,54.66416,94.26918,366.6401,705.6402,1841.525,1.620687,0.014675,16.779945,0.553368,0.4999999366616,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,175,0.497581,0.023755,0.056618861726023366,7.063498,53.40084,93.40293,364.3425,702.8739,1845.628,1.631884,0.014916,16.876446,0.643924,0.4999999777109,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,185,0.500669,0.015439,0.05635592762671795,7.119232,52.68124,92.22907,362.8381,699.2849,1847.044,1.632313,0.023864,16.850854,0.622829,0.49999990963679997,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,195,0.490786,0.012115,0.056341449876853376,6.947684,51.8876,90.5623,364.2563,699.8589,1854.837,1.643793,0.018398,16.877873,0.690904,0.49999991349710005,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,205,0.495635,0.013598,0.05627820771883162,7.173671,51.70619,89.3617,364.1219,698.7414,1858.094,1.62471,0.019428,17.052446,0.54338,0.4999999666332,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,215,0.494184,0.01662,0.05637771220136942,7.023056,50.42251,87.72277,364.7936,699.5708,1867.934,1.619778,0.022444,17.347935,0.497359,0.4999999462096,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,225,0.49007,0.01114,0.0564218723560416,7.006485,49.73481,86.55765,363.2492,698.7808,1879.326,1.630219,0.019173,17.31416,0.416649,0.4999999169581,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,235,0.496366,0.021693,0.056438349081326084,7.092739,49.31984,85.79576,362.4318,698.3544,1883.648,1.624821,0.025176,17.290023,0.374334,0.4999998715914001,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,245,0.510834,0.019421,0.05622737609969955,7.274122,48.16213,84.12148,360.0751,695.4638,1887.546,1.613035,0.019367,17.440036,0.499831,0.49999988377400006,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,255,0.501021,0.013875,0.05634923528643913,6.995236,46.26994,82.18037,358.0873,695.3469,1892.926,1.617371,0.008949,17.607537,0.585174,0.4999998743652,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,265,0.500351,0.017807,0.05632726040342843,6.68601,44.49614,80.05624,356.3905,693.6194,1893.086,1.609895,0.015615,17.610959,0.565024,0.4999996877141,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,275,0.491717,0.020821,0.05608568648835035,6.287916,41.97504,77.55613,353.4277,688.8186,1892.873,1.609533,0.021517,17.603671,0.59308,0.49998565683529994,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,285,0.463202,0.015355,0.055668816063248146,5.593396,38.2565,73.14649,347.1853,679.1759,1895.134,1.579263,0.018493,17.578118,0.558073,0.4984988813925,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.1,10.0,295,0.286719,0.01215,0.05523205149746319,3.327272,28.25106,60.49281,334.0762,662.0491,1885.989,1.56155,0.021475,15.284796,0.768644,0.4434018551785,0.05591731857297672,0.49715742666666674,8.65553451748095,1.0,1.0
0.1,0.2,0.0,5,0.181644,0.017061,0.0361487593079799,2.043549,22.3517,58.80552,322.9296,537.7354,1358.665,1.740025,0.011349,9.963252,0.146449,0.43364109488971925,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,15,0.102752,0.005605,0.03588662541606886,1.342249,17.69696,49.93536,302.7516,515.5546,1330.091,1.865923,0.023387,11.571396,0.229863,0.33635962025998273,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,25,0.103445,0.007033,0.035873949390976864,1.302535,17.08178,48.64491,295.5914,504.7885,1321.865,1.864335,0.014351,11.942269,0.365078,0.31163509993141103,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,35,0.102319,0.00459,0.03607474034570485,1.289819,16.87893,48.08422,291.8238,500.5057,1318.843,1.865948,0.019173,12.102181,0.401427,0.3076449549962902,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,45,0.103186,0.005365,0.03606707004624024,1.289759,16.84482,47.69304,284.3275,492.9219,1306.268,1.867446,0.017242,12.250582,0.366922,0.30719267357904534,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,55,0.102584,0.006112,0.03605219372102316,1.296683,16.74693,47.49026,282.3407,495.1288,1311.588,1.8582,0.01624,12.408901,0.403342,0.3068951332210998,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,65,0.102942,0.004578,0.03629267859046132,1.279986,16.52699,46.74262,280.0323,494.9599,1315.567,1.861128,0.017234,12.360706,0.490989,0.3069037428936271,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,75,0.10323,0.00646,0.036346338992386464,1.292053,16.62735,47.05396,278.4927,499.8625,1318.329,1.866423,0.023663,12.265714,0.569507,0.3066882224354729,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,85,0.102889,0.005841,0.035968353093954325,1.267145,16.50331,46.89851,277.7438,502.4675,1308.178,1.874399,0.019003,12.191608,0.630297,0.30718081126833974,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,95,0.10169,0.006167,0.035462995934429094,1.266897,16.56138,47.32973,280.2499,506.1259,1303.301,1.866142,0.021236,12.118834,0.430439,0.3072576269364341,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,105,0.102341,0.006455,0.03489045648454554,1.274085,16.40746,46.39137,274.885,501.0405,1290.655,1.867653,0.016866,12.281877,0.522785,0.30728338502197083,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,115,0.103187,0.004817,0.034121729980429845,1.265115,16.30144,46.12539,275.2842,500.1011,1275.036,1.854223,0.01976,12.307577,0.436228,0.3074739380580207,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,125,0.103012,0.004148,0.03355122277389894,1.271657,16.25386,45.82224,275.2945,496.2107,1261.119,1.856899,0.021885,12.348423,0.358757,0.3071823442455154,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,135,0.101559,0.005104,0.03332150528296316,1.268344,16.3911,46.27175,274.5523,493.0532,1255.939,1.859237,0.018409,12.339859,0.368594,0.30720018349225464,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,145,0.101709,0.005601,0.0330125172202826,1.262628,16.36777,46.06193,271.3847,490.2165,1250.846,1.854034,0.032189,12.301542,0.383471,0.3073035351871383,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,155,0.101417,0.006451,0.032949177102149445,1.277801,16.53381,46.56553,269.2471,490.2372,1251.52,1.850413,0.015041,12.324305,0.298475,0.3073507773331194,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,165,0.101454,0.006787,0.03289977386426315,1.28273,16.61914,46.53465,265.1856,487.5092,1245.829,1.861215,0.020415,12.438718,0.385639,0.30729044759281743,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,175,0.100303,0.005476,0.03308501401147661,1.266383,16.33964,46.19762,264.7667,483.6384,1244.39,1.846751,0.018637,12.40541,0.302318,0.30729812780049476,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,185,0.100147,0.004588,0.03331586374946719,1.279074,16.43213,46.25927,264.3498,475.7086,1239.885,1.849366,0.01308,12.419007,0.3026,0.30731191916107214,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,195,0.100901,0.005552,0.03326932649693747,1.286586,16.51369,45.87986,262.2024,468.8983,1233.986,1.854731,0.01783,12.440253,0.341236,0.3072288835218181,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,205,0.101389,0.005388,0.033104660417751175,1.26909,16.23136,44.94697,252.3534,454.3916,1219.274,1.849874,0.019622,12.35021,0.226925,0.3073823208958515,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,215,0.100891,0.005382,0.033122730951469115,1.250611,15.79494,43.51722,243.244,441.7934,1210.485,1.838193,0.019094,12.568327,0.283734,0.30732082752513123,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,225,0.099617,0.005977,0.03296184514226824,1.253531,15.82818,43.23819,234.9191,431.5334,1195.459,1.832928,0.013438,12.592862,0.351498,0.3072059883537133,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,235,0.101066,0.006404,0.032775937188551436,1.253482,15.65839,42.7394,226.9286,420.9812,1180.201,1.836438,0.009485,12.55085,0.286392,0.3072853827986416,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,245,0.100324,0.005042,0.032732040855209775,1.254869,15.57609,42.03051,219.8422,407.004,1165.177,1.82251,0.011898,12.671147,0.367697,0.30732644223193734,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
