alpha_in,alpha_out,Omega,segment,rho_local,rho_local_std,D_local,MSD_t20,MSD_t100,MSD_t200,MSD_t1000,MSD_t2000,MSD_t6000,Rg_local,Rg_local_std,n_neighbors_3s,n_neighbors_3s_std,sigma_rho_theory,D_eff,rho_mean,Rg_chain,alpha_ratio,log_Omega
0.1,0.2,0.0,255,0.099592,0.005853,0.032643154430187026,1.237841,15.27622,40.62407,211.6095,395.3306,1148.918,1.814461,0.012818,12.734394,0.435052,0.3072037592470591,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,265,0.09957,0.005465,0.03244613416797818,1.20896,14.65923,38.29531,201.6043,383.6284,1133.106,1.814648,0.011472,12.699855,0.405216,0.30750478139241805,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,275,0.100491,0.005922,0.032364410961144785,1.214286,14.34455,36.82311,193.7534,375.3579,1125.367,1.790906,0.011032,12.614397,0.461505,0.30732363400950585,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,285,0.100262,0.005663,0.03241007779234956,1.217261,13.61173,33.39902,180.9211,364.4706,1117.773,1.771365,0.01438,12.497581,0.48027,0.30732686647605545,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.0,295,0.100983,0.005047,0.03227668904221421,1.14812,11.26893,27.20847,169.2847,356.3305,1113.536,1.679368,0.009292,10.882409,0.552236,0.30737168581599794,0.03342550205520228,0.10422983666666667,13.082982210709304,0.5,-inf
0.1,0.2,0.001,5,0.186314,0.025187,0.029840158588692437,2.150376,23.17894,60.45886,363.7611,603.9901,1355.039,1.73518,0.015247,9.931574,0.179869,0.3663938926975,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,15,0.102786,0.005794,0.030094163459173904,1.374057,18.33285,52.44776,352.2073,589.1052,1342.028,1.866744,0.013182,11.360551,0.214605,0.30522504039010007,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,25,0.104375,0.006645,0.03013588500832937,1.314757,17.54853,50.6179,347.6913,580.1979,1334.339,1.876272,0.013929,11.589529,0.244916,0.3047748421977,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,35,0.103118,0.004807,0.029810808845284507,1.320186,17.64146,50.72453,346.2321,575.1252,1319.82,1.882152,0.019877,11.692022,0.356927,0.3046880566297,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,45,0.104779,0.004739,0.029626875959846616,1.337394,17.77124,50.73694,338.9642,566.4978,1305.991,1.869905,0.016168,11.85087,0.336072,0.30463553839630003,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,55,0.103959,0.00629,0.02970990643928857,1.315461,17.57969,50.28962,334.1639,554.6317,1291.613,1.870615,0.013502,12.028943,0.338983,0.3046334529909,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,65,0.103967,0.007182,0.029710552480119733,1.335099,17.61675,50.22468,331.5624,548.0719,1278.151,1.864769,0.020894,12.012223,0.346505,0.304553883121,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,75,0.103213,0.007285,0.029511177119172925,1.316229,17.33626,49.46113,323.7335,534.9259,1255.561,1.876463,0.018384,12.218884,0.454774,0.3044793016789,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,85,0.103938,0.007501,0.029260697507110415,1.311345,17.43604,49.50805,317.8919,521.6863,1234.035,1.867244,0.022682,12.314213,0.427146,0.3045150691495,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,95,0.103656,0.008315,0.029255244822076785,1.309389,17.5002,49.52008,311.2791,510.6242,1222.97,1.871451,0.016382,12.35072,0.379809,0.3044359076521,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,105,0.104379,0.008409,0.029168817715820337,1.32486,17.35004,49.1866,306.1107,507.9287,1215.957,1.86314,0.015769,12.452824,0.366315,0.30452644569320003,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,115,0.103378,0.006451,0.029323770543020895,1.305417,17.26278,48.78031,303.4077,505.2362,1214.333,1.865793,0.022197,12.512098,0.413081,0.3043387242473,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,125,0.105698,0.007321,0.029398383832403466,1.319186,17.27391,48.8269,297.7419,494.9979,1208.572,1.866103,0.026412,12.560528,0.500645,0.3043643223233,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,135,0.104112,0.008785,0.02921939948972906,1.312005,17.07683,48.01976,294.5585,487.102,1195.78,1.863139,0.014975,12.540138,0.421256,0.3043040065685,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,145,0.104845,0.009372,0.028908084856757974,1.326123,17.19344,48.00153,293.7606,482.1861,1184.883,1.863255,0.020258,12.533738,0.360646,0.30417335107980004,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,155,0.105087,0.008771,0.02884211380445351,1.307938,17.03081,47.80883,290.0093,477.6,1177.697,1.857898,0.026254,12.539964,0.448314,0.3042080227333,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,165,0.103543,0.006422,0.028988402615934706,1.300098,16.89045,47.35622,283.0482,467.51,1171.758,1.860095,0.015223,12.620597,0.416245,0.3041813149836,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,175,0.10507,0.00679,0.028931313880955295,1.311087,17.00694,47.5772,276.2672,456.9352,1160.45,1.849494,0.021423,12.654804,0.374576,0.30408080127779996,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,185,0.104069,0.006821,0.028579449730102836,1.304738,16.91828,47.16922,269.1749,445.5842,1139.988,1.85824,0.01504,12.682254,0.421766,0.30402638342309996,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,195,0.105789,0.007281,0.028373321048616482,1.318638,17.07306,47.69114,266.1398,436.5812,1127.317,1.856166,0.013364,12.555794,0.548566,0.30407438034589995,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,205,0.105573,0.008088,0.02820937037374036,1.327237,17.08224,47.32288,261.6289,429.2084,1117.148,1.852373,0.018958,12.44461,0.535918,0.3039924296525,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,215,0.103702,0.006892,0.02816920361258903,1.278087,16.39648,45.42561,253.9656,417.5098,1104.122,1.848191,0.020172,12.583285,0.451103,0.30397489453760007,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,225,0.102061,0.007421,0.02819590550693074,1.27558,16.18152,44.40231,247.222,409.4218,1099.318,1.839771,0.019229,12.540769,0.492564,0.3038538817451,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,235,0.103957,0.008472,0.028256744883763094,1.285848,16.23206,43.96445,239.951,401.3042,1090.137,1.837794,0.021969,12.484272,0.473976,0.3038842421191,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,245,0.102122,0.007614,0.02845043021400996,1.268479,15.83168,42.58989,228.0675,385.7849,1073.734,1.831108,0.021805,12.517186,0.516612,0.3037593008191,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,255,0.101812,0.005176,0.02876367129648842,1.260312,15.57568,41.3607,218.5766,377.3025,1068.467,1.829929,0.023373,12.555703,0.446812,0.3037428300751,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,265,0.102412,0.007926,0.02894561453767501,1.25748,15.29751,40.0723,209.7063,368.2381,1060.127,1.811511,0.017941,12.525346,0.351396,0.3036896917138,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,275,0.102779,0.007595,0.029123572573703047,1.24131,14.58812,37.41126,195.7771,356.3782,1050.977,1.806124,0.011101,12.506003,0.369304,0.3036465799251,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,285,0.103093,0.0089,0.02940225048912799,1.222005,13.7988,34.00527,184.2061,344.5591,1042.667,1.769427,0.014352,12.299641,0.332498,0.3035576950054,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.001,295,0.103003,0.006589,0.029735327183447412,1.165355,11.59848,28.26907,172.9166,330.6715,1032.651,1.682216,0.013736,10.594628,0.346593,0.3035614289744,0.028458169540530324,0.1065529,12.972871398143422,0.5,-3.0
0.1,0.2,0.01,5,0.204173,0.017811,0.036678372633483024,2.291653,24.31304,64.40432,389.2656,655.8656,1524.962,1.734666,0.017879,10.086657,0.180695,0.3838408875237,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,15,0.112949,0.006554,0.03690554753865113,1.471125,19.72288,56.33998,375.6758,637.3198,1506.32,1.864581,0.023787,11.519258,0.187113,0.316417475252,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,25,0.112245,0.006578,0.037267791070244735,1.416595,19.0776,54.89828,367.3288,626.8172,1501.517,1.88109,0.023617,11.740634,0.214428,0.3152167240269,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,35,0.112902,0.006463,0.03813422548230571,1.397602,18.87349,54.11554,362.2043,618.2862,1513.774,1.883725,0.02102,11.899146,0.354634,0.314876967299,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,45,0.113182,0.007431,0.03875280032163806,1.379018,18.51535,53.07342,354.036,603.982,1511.06,1.882856,0.016647,11.97375,0.335084,0.3143647936064,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,55,0.112001,0.007309,0.039197397641338186,1.382686,18.31318,52.2093,347.0553,590.9579,1506.75,1.881516,0.022903,12.115811,0.290794,0.31401040578149997,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,65,0.111899,0.005829,0.039839094782160224,1.381381,18.42215,52.49644,342.5544,581.791,1508.112,1.879437,0.019376,12.22733,0.274697,0.3134251931542,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,75,0.111018,0.007527,0.04036033004433799,1.359188,18.36284,52.85473,340.4231,574.952,1514.792,1.872397,0.02577,12.25321,0.279167,0.3130915561855999,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,85,0.111288,0.005503,0.040653863255830064,1.365742,18.30752,52.59162,335.6577,567.0039,1518.74,1.877117,0.022828,12.326073,0.379361,0.31259149226009997,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,95,0.111949,0.007618,0.040733277113491485,1.368834,18.35272,52.71698,333.8632,561.385,1520.991,1.875956,0.017492,12.135258,0.37665,0.3122700320567,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,105,0.10973,0.007307,0.040776575093885804,1.354049,17.96034,51.2688,326.0932,555.1882,1523.509,1.882904,0.009264,12.135781,0.395437,0.31179345702730005,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,115,0.110525,0.006515,0.04112133499169164,1.360233,17.87552,50.79476,321.0336,553.3801,1528.256,1.873369,0.017729,12.323098,0.399864,0.3113118849305,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,125,0.109378,0.005871,0.04142660996264814,1.351895,17.91206,51.15135,320.6082,554.8938,1533.522,1.876359,0.020575,12.287938,0.394249,0.311001808798,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,135,0.108906,0.005723,0.04152146121397165,1.340285,17.85514,51.2518,317.0664,553.5446,1536.061,1.879324,0.014283,12.16593,0.350388,0.31052608342529997,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,145,0.110356,0.005855,0.04167008451508392,1.35134,17.77977,50.5417,310.3848,552.53,1538.435,1.876393,0.012043,12.221434,0.392169,0.31010134406250006,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,155,0.108025,0.007649,0.04146030723517002,1.329236,17.64166,50.17851,304.6647,550.659,1531.981,1.869375,0.016125,12.26196,0.411028,0.30967231472300005,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,165,0.108525,0.006937,0.04136780908566157,1.331659,17.53852,49.38875,296.3472,538.9613,1521.465,1.877364,0.015074,12.208599,0.416453,0.3092545661541,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,175,0.107337,0.006448,0.04117747204465135,1.316251,17.21544,48.41572,289.8833,526.1644,1505.234,1.871481,0.014882,12.306836,0.474799,0.3087968886859,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,185,0.10949,0.005572,0.04126419314110171,1.345306,17.44616,48.40871,284.1024,518.4996,1500.042,1.854473,0.018131,12.385818,0.386985,0.3083323309836,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,195,0.106584,0.005283,0.041395448307032616,1.324909,17.40624,48.35967,281.8181,512.4425,1496.926,1.865485,0.016163,12.437586,0.454242,0.30803447122860006,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,205,0.107055,0.004446,0.041615842645514836,1.311318,17.14805,47.59567,274.7341,502.9681,1491.031,1.850545,0.015791,12.399734,0.51426,0.3075549567225,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,215,0.107221,0.005059,0.04151585117525548,1.305499,16.83272,46.45666,264.9619,493.0151,1478.47,1.853121,0.017406,12.406928,0.543878,0.3071185747885,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,225,0.107029,0.005956,0.04167307854381606,1.291056,16.32226,44.92579,255.8484,482.3727,1469.967,1.84991,0.016437,12.472101,0.496853,0.3066079758102,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,235,0.104913,0.005175,0.04168765431079496,1.279536,16.22146,44.23233,245.9906,470.7132,1460.29,1.845913,0.019996,12.446475,0.442398,0.3061434231272,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,245,0.107078,0.005983,0.0419720405300578,1.278653,16.11724,43.75751,236.317,459.4452,1458.533,1.845016,0.010575,12.522549,0.521737,0.30572846387360003,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,255,0.105289,0.004936,0.04192435981578674,1.259623,15.76423,42.26143,227.8641,448.5251,1449.907,1.829159,0.021064,12.516974,0.452518,0.3053698703946,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,265,0.105805,0.006773,0.041799417483664524,1.25069,15.28606,40.3461,218.7767,439.6489,1439.448,1.820961,0.020787,12.502889,0.357884,0.30482321657989997,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,275,0.103583,0.005744,0.04182071048432425,1.228527,14.56109,37.73904,207.538,425.4126,1425.962,1.809787,0.016349,12.459499,0.426007,0.3043231174731,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,285,0.105996,0.004182,0.041638771808646564,1.226009,14.01417,35.01554,197.4912,409.5285,1404.545,1.767782,0.019446,12.307313,0.378732,0.30396980923109995,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.01,295,0.105108,0.005513,0.041331479348954335,1.167533,11.74647,28.71691,183.6697,394.5676,1380.793,1.680189,0.008523,10.613508,0.384757,0.3036077351042,0.039305182417641006,0.11205127,13.574915158320504,0.5,-2.0
0.1,0.2,0.1,5,0.672178,0.092791,0.03786371961632022,8.256202,44.60605,91.41194,380.136,610.0833,1533.168,1.509012,0.031247,13.07211,0.594474,0.4677233763109,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,15,0.470364,0.133603,0.037653178682394546,6.166689,39.67931,85.76965,372.3886,602.381,1520.986,1.627455,0.082782,15.012929,1.055429,0.49682734231119996,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,25,0.293082,0.069321,0.03734836713579084,3.88057,33.85177,78.50946,363.2028,590.3813,1500.084,1.746101,0.065672,14.336243,1.070792,0.47023092405840006,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,35,0.213253,0.044635,0.03711132252001124,2.656903,29.72997,73.06603,357.2888,577.6734,1479.6,1.825748,0.045719,13.58651,0.832678,0.4329835139532,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,45,0.196379,0.030631,0.037082643870273706,2.375054,28.37537,71.07134,353.8042,568.3542,1468.344,1.842323,0.045889,13.257667,0.722742,0.4069756705414,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,55,0.185463,0.014686,0.036956950393770394,2.21125,27.55961,69.83396,348.6349,558.4541,1452.276,1.856507,0.027843,13.123952,0.572217,0.39365835102049995,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,65,0.180723,0.007145,0.036801772365508426,2.138675,26.98717,68.98374,342.816,547.7711,1436.491,1.86436,0.014469,13.103047,0.458081,0.3874673251562,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,75,0.17731,0.009324,0.03677077471543194,2.087806,26.12223,67.43264,335.7226,537.5772,1425.389,1.859165,0.018325,13.087167,0.463383,0.38360276197980003,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,85,0.176737,0.009168,0.03639808876840377,2.067671,25.84197,66.42966,331.9074,529.8308,1412.088,1.856775,0.018339,13.128573,0.404295,0.3805147129454,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,95,0.174299,0.008597,0.03627115224750639,2.041159,25.64204,65.92618,322.3714,513.733,1394.149,1.871724,0.012907,13.143056,0.324721,0.377490031028,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,105,0.170432,0.011314,0.03647800927706493,1.996976,25.12053,65.41163,316.341,502.7768,1382.412,1.869234,0.018917,13.12241,0.329211,0.3744631818755,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,115,0.166004,0.01068,0.03625872873517529,1.954622,24.64735,64.52668,311.435,492.9203,1364.092,1.864654,0.018578,13.174805,0.29781,0.3715901159202,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,125,0.159713,0.009322,0.036332797360289916,1.908835,24.57596,64.09552,304.5745,480.7012,1350.323,1.861144,0.016589,13.162775,0.381268,0.3684886494268,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,135,0.156329,0.009688,0.03629770224545429,1.849212,23.93677,62.93157,296.0636,468.6761,1334.486,1.860795,0.029279,13.201938,0.425364,0.3652802255347,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,145,0.155776,0.01037,0.03601988918250752,1.797583,23.14659,60.82752,286.9991,455.5625,1317.877,1.86981,0.030349,13.26615,0.48611,0.3621973329573,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,155,0.149999,0.010829,0.035873304505549056,1.77093,22.6216,59.68707,282.1354,446.4607,1305.338,1.867775,0.029298,13.220626,0.553494,0.3589016187748,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,165,0.148802,0.014095,0.03586286813988266,1.757656,22.49998,59.12904,276.1326,439.4522,1299.111,1.864433,0.012543,13.286417,0.509339,0.3555338423355,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,175,0.142467,0.008422,0.03548152672598765,1.683093,21.91379,57.8011,272.0308,437.4745,1285.756,1.857829,0.015177,13.23904,0.416861,0.3521056621394,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,185,0.137634,0.006595,0.03499282301256897,1.647857,21.18753,56.03409,269.1198,434.8523,1270.898,1.848513,0.013931,13.179636,0.377755,0.34855924528380006,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,195,0.135294,0.00833,0.0342301294818948,1.571321,20.29779,54.06621,263.057,426.3417,1243.887,1.854394,0.018562,13.105942,0.298183,0.3452619221352,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,205,0.128754,0.006853,0.03379923255874507,1.550212,19.99684,52.56602,255.8516,420.0663,1226.7,1.845613,0.012508,13.025977,0.371592,0.341477198839,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,215,0.126096,0.008906,0.03337760970290755,1.523842,19.71974,51.89311,248.1803,412.0556,1207.512,1.836372,0.015657,13.05907,0.505104,0.33770262048449995,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,225,0.123093,0.008815,0.03283249176624841,1.487613,19.15771,50.51286,239.3062,399.0841,1186.971,1.851812,0.009433,12.929675,0.46947,0.334010828464,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,235,0.120298,0.006977,0.03270847139127125,1.475329,18.84178,49.21272,228.4286,387.6719,1180.305,1.842768,0.017557,12.925062,0.427487,0.3300819966878,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,245,0.115551,0.0078,0.03252038051119651,1.40801,17.9725,47.15278,217.056,376.7894,1169.908,1.840126,0.020736,12.939925,0.515605,0.32629284727060004,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,255,0.113412,0.005903,0.0317250087158834,1.368335,17.00638,44.25408,208.7366,368.5565,1149.431,1.827141,0.019685,12.903949,0.426157,0.3221421385015,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,265,0.108119,0.006789,0.03095068656199443,1.314184,16.00516,41.01731,195.3188,354.3926,1116.578,1.816504,0.016717,12.823165,0.411966,0.3181740766108,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,275,0.104413,0.006263,0.030474393358243118,1.267035,14.89019,37.47176,180.1397,342.3212,1095.101,1.796349,0.019242,12.890612,0.41004,0.3139333072039,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,285,0.101398,0.008517,0.029942988677515856,1.20026,13.39294,32.33184,169.2527,334.2124,1082.104,1.765816,0.021223,12.657532,0.358808,0.30958075793460005,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,0.1,295,0.098505,0.007521,0.030216022826567615,1.142461,11.05443,26.01455,157.9422,327.2083,1082.516,1.673285,0.007566,10.814016,0.359072,0.30508376192310005,0.03347851965906113,0.18006258,12.272058212624572,0.5,-1.0
0.1,0.2,1.0,5,0.773835,0.016289,0.04069948950641277,12.04777,68.40699,119.3375,328.2382,549.884,1351.465,1.521655,0.011978,13.152463,0.167668,0.4160996377762,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,15,0.732867,0.017338,0.04069787078896231,11.8521,67.62451,118.4625,327.184,548.8145,1349.09,1.540871,0.016136,16.063297,0.295123,0.4380579108459,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,25,0.697168,0.020898,0.04060633665630265,11.00536,66.16004,117.043,326.2387,546.8845,1344.877,1.548179,0.01207,16.68273,0.358457,0.4559640427430999,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,35,0.665882,0.034539,0.040541658971369375,10.31472,64.53555,115.1009,324.1729,544.5425,1342.873,1.543363,0.013295,16.95761,0.324626,0.47031214630190005,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,45,0.618752,0.033971,0.040493596722373376,9.364938,62.30289,112.427,323.3359,542.7624,1340.525,1.56767,0.016802,16.986127,0.302796,0.4813543855074,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,55,0.580014,0.042904,0.04035520783132532,8.566671,60.399,109.9361,320.896,539.9826,1335.513,1.597707,0.039642,16.784134,0.418248,0.4893192995426,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,65,0.563733,0.032665,0.04026943327374013,8.241693,59.58834,108.8413,319.4292,539.5371,1333.197,1.597619,0.02923,16.724899,0.355337,0.494396738793,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,75,0.548315,0.032878,0.04006378590879648,7.880904,58.76423,108.1402,318.6693,537.7263,1328.726,1.607264,0.023,16.576629,0.428595,0.49727377386829996,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,85,0.522517,0.027963,0.04006024170747508,7.467102,57.35674,106.688,317.6099,536.8342,1328.417,1.619409,0.023693,16.462147,0.525904,0.4987715504843,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,95,0.510999,0.025257,0.040277916134214296,7.299101,56.41499,105.3315,316.8363,535.7262,1331.989,1.623655,0.028705,16.377946,0.476461,0.4994982266278999,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,105,0.504132,0.02087,0.040190299883404605,7.175933,55.46652,103.5932,314.6804,532.782,1328.311,1.622964,0.017594,16.443532,0.586604,0.4998015357423,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,115,0.506963,0.030664,0.04006683967094185,7.034567,54.17778,101.8419,313.2378,530.3606,1322.857,1.620841,0.023761,16.563882,0.659185,0.49994160195329995,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,125,0.498537,0.018272,0.03990293142635058,6.875648,53.58415,100.3549,311.772,527.0337,1318.236,1.620291,0.02525,16.612949,0.570749,0.49998904088199997,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,135,0.480631,0.02639,0.03972141747117503,6.675179,52.64964,99.18504,311.06,523.3002,1311.441,1.63607,0.020098,16.622556,0.402859,0.4999992403212,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,145,0.505236,0.028748,0.03960016122295635,6.819756,52.16143,98.63543,310.2249,520.8555,1308.051,1.633063,0.031569,16.773017,0.487316,0.499982329808,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,155,0.506612,0.015716,0.03963747275683381,6.846306,51.38895,97.45353,309.0489,520.3194,1304.363,1.617454,0.013833,17.04781,0.396437,0.49992105374060003,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
0.1,0.2,1.0,165,0.493547,0.021247,0.03974090442285272,6.661614,50.04931,95.16706,307.7798,520.5714,1298.588,1.617791,0.019035,17.189113,0.359665,0.4997948520768,0.03900217088612517,0.46275141666666664,8.68926910260328,0.5,0.0
